id,y
1,0.2891878981490685
2,0.08675367533002466
3,0.014732989136000161
4,0.0185288803308496
5,0.255706048131007
6,0.17656305821869833
7,0.16711056516106343
8,0.11629327114994635
9,0.08487985336266018
10,0.1142138070324536
11,0.2294664906337358
12,0.312215764632648
13,0.3683324901952464
14,0.8644734392383137
15,0.44861406775410706
16,0.5073706559589565
17,0.5577001287676356
18,0.06815585693069783
19,0.05124178703652292
20,0.05841002211953307
21,0.13088878488714265
22,0.09445020133255201
23,0.11634296626041923
24,0.22734660980928093
25,0.1741033332693377
26,0.43333421980350006
27,0.45990424484712517
28,0.1550322939892272
29,0.08284455380606617
30,0.034933489780367234
31,0.026011045687336164
32,0.039617035528586086
33,0.17806831768061995
34,0.029274961743217073
35,0.3282961912561778
36,0.7013623443319111
37,0.2127761349145364
38,0.09467968543111818
39,0.18119069891637238
40,0.10778385726925677
41,0.2623060881328313
42,0.43239175235312044
43,0.11747086131863298
44,0.0896366841157693
45,0.27365216467219894
46,0.13990052373744608
47,0.06714556993529396
48,0.019640659635850304
49,0.057393492179245865
50,0.7314282842444415
51,0.41661616003264906
52,0.27410742434191687
53,0.1813240325094019
54,0.026275043168406502
55,0.4644046663032601
56,0.8548303132302294
57,0.32937759487688006
58,0.10785653471173903
59,0.02772903969873555
60,0.07826242504344018
61,0.1777631322853167
62,0.8115209575830222
63,0.07129911889990925
64,0.06687248988837934
65,0.10960953444561557
66,0.060428940264339634
67,0.06647827300695855
68,0.027953196841087914
69,0.7182811005418757
70,0.9394835177656957
71,0.026227394834775503
72,0.8361992245533982
73,0.20778142805408178
74,0.12045941553232163
75,0.07419934505650101
76,0.3243670443608075
77,0.3608592300076852
78,0.20838538943686688
79,0.2553151278251288
80,0.6243840122213383
81,0.915575558221926
82,0.24807164906037107
83,0.03842364889038169
84,0.15224483709870051
85,0.18112662336865334
86,0.029501621215443637
87,0.21230436356662774
88,0.07507654205775524
89,0.08526206088622217
90,0.7757638073079618
91,0.03392019226088
92,0.07869707797071074
93,0.18252945581117225
94,0.031748577366650384
95,0.08461581480029379
96,0.08553064261307851
97,0.10012292077572797
98,0.2738277203940917
99,0.09170121773347796
100,0.24609795254410502
101,0.12241695743245136
102,0.1792484012082368
103,0.060606448563904076
104,0.027112448821787802
105,0.08627428119111573
106,0.051457580327195517
107,0.28124088243679624
108,0.11867467023796198
109,0.17485271912977704
110,0.15617603061002178
111,0.24043086799513586
112,0.06918783703262286
113,0.155942666388471
114,0.22187188561199367
115,0.45257910935484724
116,0.1269668861785719
117,0.1195351430851087
118,0.12237029313154955
119,0.1969054118782127
120,0.06924167829879785
121,0.1334918708725722
122,0.03533789151176125
123,0.2155491075975439
124,0.03926876894370235
125,0.030911465385352204
126,0.38540498763278797
127,0.3017019966727496
128,0.4124433313287897
129,0.037400464266867404
130,0.3479825820356891
131,0.03419863947373052
132,0.4838563628693627
133,0.723702373169935
134,0.6888102807334704
135,0.24433112222423678
136,0.24671611454611794
137,0.26014415178331507
138,0.10154939419206335
139,0.15386620642093962
140,0.6351646947652978
141,0.9215215077042609
142,0.24844974177467571
143,0.5765838708726194
144,0.1707227057535737
145,0.1924450191960034
146,0.058524969159553214
147,0.08883331386097205
148,0.2726925145337609
149,0.4307399657059728
150,0.28698892286278177
151,0.41061384313661675
152,0.3023961787075332
153,0.04798127417921814
154,0.2806623827185273
155,0.06289694456355024
156,0.36732182880912917
157,0.5227205497357437
158,0.031388852829652474
159,0.919494176232615
160,0.3765085936316896
161,0.019238890968810162
162,0.16551690832732327
163,0.17651180099181288
164,0.6202531988475339
165,0.12030679554094176
166,0.026516824005863224
167,0.1289348887431571
168,0.0995686694989226
169,0.31187498697663724
170,0.7169980886476893
171,0.0411529318356303
172,0.27057100639343007
173,0.03052833646051134
174,0.07063742637157507
175,0.1718677196225541
176,0.4304095675292105
177,0.45525160763028694
178,0.2783835918295185
179,0.11171800115911773
180,0.9438360511378382
181,0.08118485425897415
182,0.16055169424269392
183,0.09344133076365813
184,0.07911700599577492
185,0.25350587618303017
186,0.27648167855840644
187,0.13482326847275164
188,0.3406543536041245
189,0.07934285619562659
190,0.75499579579755
191,0.2653605169546731
192,0.08568148074386067
193,0.5133673371477969
194,0.14627497818882257
195,0.06827223087249362
196,0.38632610754351276
197,0.1340402337387421
198,0.025100245461806118
199,0.12879817950649022
200,0.24931133986748027
201,0.020724933089487085
202,0.14223677780700597
203,0.03751270478753176
204,0.08841653615026729
205,0.023726951635724167
206,0.0317612429259404
207,0.062169503078360194
208,0.13483694471046534
209,0.11651503954265542
210,0.16278287736103914
211,0.13136078980658056
212,0.08162798927466182
213,0.2527639334048909
214,0.11524428290489186
215,0.07064235802806311
216,0.2648867633783032
217,0.18349028868237793
218,0.3239547981609928
219,0.5062683986935276
220,0.04444869326340248
221,0.025758767644409257
222,0.02619117606180197
223,0.34578903141647344
224,0.04903495855168512
225,0.08077720784254966
226,0.863587563541808
227,0.30181749324951807
228,0.4426615835305061
229,0.2010806573541013
230,0.1825144473634774
231,0.11605476062262245
